Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
wsbtv.com,wsbtv.com,$1000,,1000000.0,0.0,0,Cox Media Group,Business And Industrial,185.0,17094,3809,108767,,,,,,ph:+1-404-897-7000,newstip@wsbtv.com;talk2us@wsbtv.com;publicaffairs@wsbtv.com;art.rogers@wsbtv.com;steve.riley@wsbtv.com;strickland@wsbtv.com;zach.klein@wsbtv.com;local.programming@wsbtv.com;newstips@wsbtv.com;pearl.sheppeard@wsbtv.com;amanda.rosseter@wsbtv.com;gregory.stone@wsbtv.com;kevin.gerke@wsbtv.com;ross.cavitt@wsbtv.com;eric.bruce@wsbtv.com;h2investigates@wsbtv.com;jack02@wsbtv.com;adrianne_wahrer@wsbtv.com;adrianne@wsbtv.com;adrianne.wahrer@wsbtv.com;salesinfo@wsbtv.com;richard.thomas@wsbtv.com,,twitter.com/wsbtv,,,facebook.com/wsbtv,,,,,instagram.com/wsbtv,,,,N/A - Unknown - n/a@wsbtv.com; N/A - President - n/a@wsbtv.com,,Dade City,FL,33526,US,2017-09-25,2024-01-06,2003-01-24,2024-01-06,,Top 50k,Top 50k,-,-
thethings.com,thethings.com,$500,$370775,0.0,0.0,0,TheThings,Technology And Computing,186.0,20056,50791,111103,,,,,,ph:+1-833-979-3525,editorial@thethings.com,,twitter.com/thethingscom,,,facebook.com/thethingscom,,,pinterest.com/thethingscom,,instagram.com/thethingsofficial_,,,,,,,,,,2016-12-29,2023-12-20,2011-02-27,2023-12-30,,Top 50k,Top 200k,-,-
lifewire.com,lifewire.com,$2000,,5000.0,0.0,0,Lifewire,Technology And Computing,202.0,1882,1130,13717,,,,,,ph:+1-212-204-4000,optout@lifewire.com;contact@lifewire.com;privacy@lifewire.com;press@lifewire.com;sales@lifewire.com;feedback@lifewire.com;security@lifewire.com;bugbounty@lifewire.com;nevadaprivacy@lifewire.com;safeharboragent@lifewire.com,,twitter.com/lifewiretech,,,facebook.com/lifewire,,,,,,,,,N/A - Director - noemail; N/A - Manager - noemail; N/A - President - noemail; N/A - Csuite - noemail; N/A - Founder - noemail,,New York City,NY,10036,US,2020-09-26,2023-12-28,2007-10-10,2024-01-08,,Top 10k,Top 50k,-,-
mydailymagazine.com,mydailymagazine.com,$0,,100.0,0.0,0,My Daily Magazine,Art And Entertainment,204.0,2236823,641880,82686,,,,,,ph:,,,twitter.com/mydailymagazine,,,,,,,,,,,,N/A - Director - noemail,,,,,,2017-11-30,2023-12-20,2015-06-01,2023-12-20,WooCommerce Checkout,Top 1m,Top 200k,-,-
britannica.com,britannica.com,$5000,,20000.0,100.0,0,Britannica Inc,Science,208.0,277,290,4890,,,,,,ph:+1-312-294-2162;+1-207-500-7843;+1-312-294-2104;+1-800-323-1229,,,twitter.com/britannica,,,facebook.com/britannica,,,pinterest.com/britannica,,instagram.com/britannica,,,,N/A - Manager - n/a@britannica.com; N/A - President - n/a@britannica.com; N/A - Csuite - n/a@britannica.com,https://www.linkedin.com/in/jorgecauz,Chicago,IL,60654,US,2018-02-20,2023-12-28,2000-10-05,2024-01-08,Shopify,Top 50m,Top 50k,-,-
vogue.com,vogue.com,$10000,,2000000.0,0.0,180,Vogue,Style And Fashion,224.0,1731,1000,7244,,,,,,ph:+1-212-286-2860;+1-800-900-1000;+1-800-405-8085,contact@vogue.com;press@vogue.com;jillian_demling@vogue.com;chloe_malle@vogue.com;kori_dyer@vogue.com;voguesweepstakes@vogue.com;annie_rinella@vogue.com;newexposurepromo@vogue.com;runway@vogue.com;sundayspill@vogue.com;locallook@vogue.com;talkingback@vogue.com;rsvp@vogue.com;client@vogue.com;kiehls@vogue.com;nydj@vogue.com;natalie_triefler@vogue.com;megan_hayes@vogue.com;unway@vogue.com;jana_nesbitt@vogue.com;help@vogue.com,,twitter.com/vogueparis,tiktok.com/@voguemagazine,,facebook.com/vogue,,,pinterest.com/vogueparis,,instagram.com/vogueparis,,,youtube.com/user/vogueparisfr,,,New York City,NY,10018,US,2020-05-13,2023-12-28,2001-10-08,2024-01-06,Shopify;Shopify Plus,Top 50m,Top 50k,-,-
arstechnica.com,arstechnica.com,$5000,,1000000.0,1.0,0,suit Cobbler Nevada LLC,Business And Industrial,235.0,208,336,8357,,,,,,ph:+1-212-286-2860,press@arstechnica.com;sean.gallagher@arstechnica.com;timothy.lee@arstechnica.com;dan.goodin@arstechnica.com;jon.brodkin@arstechnica.com;megan.geuss@arstechnica.com;eric.berger@arstechnica.com;scott.johnson@arstechnica.com;ron.amadeo@arstechnica.com;lee.hutchinson@arstechnica.com;joe.mullin@arstechnica.com;cyrus.farivar@arstechnica.com;chris.foresman@arstechnica.com;peter.bright@arstechnica.com;jennifer.hahn@arstechnica.com;beth.mole@arstechnica.com;david.kravets@arstechnica.com;lee.aylward@arstechnica.com;jacqui@arstechnica.com;andrew.cunningham@arstechnica.com,,twitter.com/arstechnica,,,facebook.com/arstechnica,,,,,instagram.com/arstechnica,,,youtube.com/user/arstechnicavideos,N/A - Marketing - n/a@arstechnica.com; N/A - Director - n/a@arstechnica.com; N/A - Founder - n/a@arstechnica.com,https://www.crunchbase.com/person/eric-bangeman,West Boylston,MA,01583,US,2020-04-19,2023-12-28,2000-11-09,2024-01-08,,Top 50m,Top 50k,-,-
self.com,self.com,$5000,,500000.0,0.0,0,Self Co,Food And Drink,236.0,3156,1544,8787,,,,,,ph:+1-212-286-2860;+1-212-381-7201,nutritiondata@self.com;letters@self.com,,twitter.com/selfmagazine,tiktok.com/@selfmagazine,,facebook.com/selfmagazine,,,pinterest.com/selfmagazine,,instagram.com/selfmagazine,,,,N/A - Director - n/a@self.com; N/A - Founder - n/a@self.com,,New York City,NY,10007,US,2020-05-13,2023-12-28,2000-09-30,2024-01-06,Shopify,Top 50k,Top 50k,-,-
bobshideout.com,bobshideout.com,$0,,0.0,0.0,0,,Technology And Computing,242.0,4110820,Outside Top 1m,91980,,,,,,ph:,,,,,,facebook.com/bobshideout,,,,,,,,,,,,,,,2018-05-13,2023-12-21,2016-10-04,2023-12-21,,-,Top 500k,-,-
archive.org,web.archive.org/*,$10000,$22011264,150000.0,100.0,0,Insider Learning Network,Technology And Computing,247.0,65,48,2757,,,,,,ph:+1-415-840-0391;+1-415-561-6767;+1-306-933-8500,info@archive.org,,twitter.com/internetarchive,,,facebook.com/internetnetarchive,linkedin.com/company/internet-archive,,,,,,,,N/A - Software - n/a@archive.org; N/A - Engineering - n/a@archive.org,,San Francisco,California,94105,US,2020-05-28,2023-11-19,2000-03-01,2024-01-08,Magento;Miva Merchant;Shopify;Volusion;Ecwid;HikaShop;Squarespace Add to Cart;Wix Stores;Mals eCommerce;OpenCart;PrestaShop;Ubercart,Top 50m,Top 50k,-,California CCPA
outsideonline.com,velo.outsideonline.com,$2000,,1000000.0,100.0,144,Outside,Sports,256.0,5565,2531,7437,,,,,,ph:+1-505-989-7100;+1-800-352-5267,ort@outsideonline.com;support@outsideonline.com,,twitter.com/outsidemagazine,,,facebook.com/outsidemagazine,linkedin.com/company/outside-magazine,,pinterest.com/outsidemagazine,,instagram.com/outsidemagazine,,,,N/A - Bizdev - n/a@outsideonline.com; N/A - Marketing - n/a@outsideonline.com; N/A - Sales - n/a@outsideonline.com; N/A - Director - n/a@outsideonline.com; N/A - Board - n/a@outsideonline.com; N/A - Manager - n/a@outsideonline.com; N/A - President - n/a@outsideonline.com; N/A - Csuite - n/a@outsideonline.com; N/A - Founder - n/a@outsideonline.com,https://www.linkedin.com/in/robinthurston,Santa Fe,NM,87501,US,2023-07-06,2023-11-04,2000-01-17,2024-01-06,Shopify,Top 50m,Top 50k,-,-
tmz.com,tmz.com,$5000,,5000000.0,0.0,0,TMZ,Technology And Computing,260.0,3530,992,7951,,,,,,ph:+1-818-977-0018;+1-773-674-6492;+1-310-369-3921,privacy@tmz.com,,,,,,,,,,instagram.com/tmz_tv,,,,N/A - Support - n/a@tmz.com; N/A - President - n/a@tmz.com; N/A - Founder - n/a@tmz.com,,Burbank,CA,91522,US,2020-06-01,2023-12-11,2002-03-31,2024-01-06,StackCommerce,Top 50m,Top 50k,-,California CCPA
cbr.com,cbr.com,$1000,$2350030,0.0,0.0,0,CBR,Art And Entertainment,269.0,3983,5503,21626,,,,,,ph:+1-514-733-1010;+1-833-979-3525,editorial@cbr.com,,,,,,,,,,,,,,N/A - Other - n/a@cbr.com,,Saint-Laurent Southeast,QC,H4T,CA,2020-06-01,2024-01-07,2000-03-02,2024-01-08,,Top 5000,Top 50k,-,-
foxbusiness.com,foxbusiness.com,$5000,,750000.0,0.0,0,FOX Corporation,Finance,273.0,1887,895,3300,,,,,,ph:+1-800-991-6815;+1-212-301-5785;+1-212-601-7000,advertisefbn@foxbusiness.com;katie.young@foxbusiness.com;jason.driscoll@foxbusiness.com;gerri@foxbusiness.com;freedomwatch@foxbusiness.com;varney@foxbusiness.com;loudobbs@foxbusiness.com;heather.kranenburg@foxbusiness.com;onsale@foxbusiness.com;smbs@foxbusiness.com;isefbn@foxbusiness.com;adam.samson@foxbusiness.com;tisefbn@foxbusiness.com;efbn@foxbusiness.com;youngguns@foxbusiness.com;cavuto@foxbusiness.com;bn@foxbusiness.com;vertisefbn@foxbusiness.com;fbn@foxbusiness.com;sefbn@foxbusiness.com;closingbell@foxbusiness.com;strangeinheritance@foxbusiness.com,,twitter.com/foxbusiness,,,facebook.com/foxbusiness,,,,,instagram.com/foxbusiness,,,,N/A - Director - n/a@foxbusiness.com; N/A - President - n/a@foxbusiness.com; N/A - Founder - n/a@foxbusiness.com,,New York City,NY,10036,US,2017-11-13,2023-12-28,2002-09-23,2024-01-08,,Top 50m,Top 50k,-,-
glamour.com,glamour.com,$5000,,1000000.0,0.0,0,Glamour Ltd,Style And Fashion,295.0,2873,1808,8545,,,,,,ph:+1-212-286-2860;+1-212-381-7201;+1-800-405-8085,andrea@glamour.com;letters@glamour.com;ttcw@glamour.com;money@glamour.com;healthhelp@glamour.com;fashion_credits@glamour.com;omg@glamour.com;personalshopper@glamour.com;bethenny@glamour.com;kat@glamour.com;syalof@glamour.com;askthegirls@glamour.com;originsevent@glamour.com;suze_yalof@glamour.com;glamourbeautytrucks@glamour.com;loftrsvp@glamour.com;sexualhealth@glamour.com;glamourbeauty16@glamour.com;swoon@glamour.com;via@glamour.com,,twitter.com/glamourmag,tiktok.com/@glamourmag,,facebook.com/glamour,,,pinterest.com/glamourmag,,instagram.com/glamourmag,,,youtube.com/user/glamourmag,N/A - Other - n/a@glamour.com; N/A - Director - n/a@glamour.com,,New York City,NY,10007,US,2020-03-13,2023-12-28,2002-01-20,2024-01-06,Shopify,Top 50k,Top 50k,-,-
therealdeal.com,therealdeal.com,$2000,,200000.0,100.0,0,The Real Deal,Technology And Computing,297.0,10576,5096,86209,,,,,,ph:+1-212-260-1332;+1-818-286-3104;+1-651-333-1254,advertising@therealdeal.com;subscriptions@therealdeal.com;suzannah.cavanaugh@therealdeal.com;trd@therealdeal.com;tips@therealdeal.com;privacypolicy@therealdeal.com,,,,,facebook.com/therealdealmedia,linkedin.com/company/therealdeal,,,,instagram.com/therealdeal,,,,N/A - Bizdev - n/a@therealdeal.com; N/A - Account - n/a@therealdeal.com; N/A - Software - n/a@therealdeal.com; N/A - Engineering - n/a@therealdeal.com; N/A - Marketing - n/a@therealdeal.com; N/A - Sales - n/a@therealdeal.com; N/A - Director - n/a@therealdeal.com; N/A - Manager - n/a@therealdeal.com; N/A - Csuite - n/a@therealdeal.com,https://www.linkedin.com/in/jeffreyweinberger;https://www.crunchbase.com/person/jeff-weinberger-f0b6,New York,NY,10001,US,2016-05-01,2023-12-28,2000-10-17,2024-01-06,Shopify;Webflow Ecommerce,Top 50m,Top 50k,-,-
beliefnet.com,beliefnet.com,$5000,,0.0,0.0,0,Beliefnet Inc,Law  Govt And Politics,338.0,5705,4116,62892,,,,,,ph:+1-757-200-9944;+1-833-796-0136,community@staff.beliefnet.com,,,,,,,,,,,,,,N/A - Marketing - noemail,,Virginia Beach,VA,23454,US,2016-06-29,2024-01-06,2000-02-28,2024-01-06,StackCommerce,Top 500k,Top 50k,-,-
trend-chaser.com,trend-chaser.com,$1000,,1000.0,0.0,0,Trend Chaser,Art And Entertainment,342.0,423619,413492,77226,,,,,,ph:,contact@trend-chaser.com;sales@trend-chaser.com;legal@trend-chaser.com,,twitter.com/trendchasernews,,,facebook.com/trend-chaser-1762100804003272,,,pinterest.com/trendchaser0286,,instagram.com/trendchaserpage,,,,,,Encinitas,CA,92024,US,2016-10-15,2024-01-02,2015-11-10,2024-01-02,,Top 1m,Top 500k,-,California CCPA
pitchfork.com,pitchfork.com,$5000,,1000000.0,100.0,0,Pitchfork,Art And Entertainment,360.0,2002,1906,9424,,,,,,ph:+1-916-445-1254;+1-773-395-5992;+1-212-381-7201,www@pitchfork.com;ads@pitchfork.com;news@pitchfork.com;press@pitchfork.com;bizdev@pitchfork.com,,twitter.com/pitchfork,tiktok.com/@pitchfork,,facebook.com/pitchfork,,,,,instagram.com/pitchfork,,,,N/A - Founder - n/a@pitchfork.com,,Chicago,IL,60647,US,2020-05-02,2023-12-28,2008-10-18,2024-01-08,Shopify,Top 50m,Top 50k,-,California CCPA
parentztalk.com,parentztalk.com,$0,,0.0,0.0,0,parentztalk.com,Family And Parenting,385.0,8082550,Outside Top 1m,242886,,,,,,ph:,,,,,,facebook.com/theparentztalk,,,,,,,,,,,,,,,2018-07-12,2023-12-24,2016-08-29,2023-12-24,,-,Top 100k,-,-
slashfilm.com,slashfilm.com,$500,,150000.0,0.0,0,Film,Art And Entertainment,394.0,7682,3548,66754,,,,,,ph:+1-781-583-1993,,,twitter.com/slashfilm,,,facebook.com/slashfilm,,,,,,,,,,,Fishers,IN,46038,US,2016-10-10,2023-12-20,2006-05-09,2023-12-31,,Top 50k,Top 100k,-,-
gq.com,gq.com,$10000,,100000.0,1.0,0,GQ,News,397.0,2510,1254,1829,,,,,,ph:+1-212-381-7201,letters@gq.com,,twitter.com/GQMagazine,,,facebook.com/gqaustralia,,,pinterest.com/gqmagazine,,instagram.com/gqaustralia,,,youtube.com/user/gqvideos,,,New York City,NY,10007,US,2020-03-02,2023-12-28,2001-11-27,2024-01-06,Shopify,Top 50m,Top 50k,-,-
chicagotribune.com,chicagotribune.com,$5000,$62187499,200000.0,1000.0,0,Chicago Tribune,Sports,402.0,378,313,15025,,,,,,ph:+1-312-222-5934;+1-847-755-8913;+1-312-526-3116;+1-773-661-2468;+1-312-595-7437;+1-773-278-6600;+1-815-356-9212;+61-4-46021318;+1-800-251-2714;+1-773-782-0450,chicagomobile@chicagotribune.com;readerhelp@chicagotribune.com;ctc-tribletter@chicagotribune.com;jwoelffer@chicagotribune.com;shaimurphy@chicagotribune.com;mcrepeau@chicagotribune.com;tips@chicagotribune.com;jmeisner@chicagotribune.com;jgorner@chicagotribune.com;hdardick@chicagotribune.com;sports@chicagotribune.com;nmetz@chicagotribune.com;mwisniewski@chicagotribune.com;consumerservices@chicagotribune.com;pdnewsletters@chicagotribune.com;thingstodo@chicagotribune.com;commentary@chicagotribune.com;editor@chicagotribune.com;cwolfram@chicagotribune.com;pkendall@chicagotribune.com;jmccormick@chicagotribune.com;kmcqueary@chicagotribune.com;business@chicagotribune.com;ct-arts@chicagotribune.com;sunday@chicagotribune.com;businessnews@chicagotribune.com;chicagoland@chicagotribune.com;mpugh@chicagotribune.com;cjones5@chicagotribune.com;letters@chicagotribune.com;akaschube@chicagotribune.com;mwilliams@chicagotribune.com;smacaraeg@chicagotribune.com;jdcarlson@chicagotribune.com,,twitter.com/chicagotribune,,,facebook.com/chicagotribune,,,pinterest.com/chicagotribune,,instagram.com/chicagotribune,,,youtube.com/user/chicagotribune,N/A - Other - n/a@chicagotribune.com; N/A - Director - n/a@chicagotribune.com; N/A - President - n/a@chicagotribune.com; N/A - Csuite - n/a@chicagotribune.com,,Glenwood,GA,30428,US,2020-06-01,2023-12-28,2000-08-14,2024-01-08,Musictoday,Top 50m,Top 50k,-,-
mirror.co.uk,mirror.co.uk,$10000,,20000.0,100.0,0,Mirror Group Newspapers,Travel,406.0,1147,367,6282,,,,,,ph:+44-207-2933831;+44-78-72680454;+1-207-293-2411;+1-207-492-0808;+44-208-7127881;+44-30-31231113,video@mirror.co.uk;community@mirror.co.uk;web@mirror.co.uk,,twitter.com/mirrortv,tiktok.com/@dailymirror,,facebook.com/mirrorfootball,,,pinterest.com/dailymirror,,instagram.com/dailymirror,,,,N/A - Designer - n/a@mirror.co.uk; N/A - Founder - n/a@mirror.co.uk,,Greater London,UK,E14,GB,2017-08-03,2023-12-28,2002-01-24,2024-01-08,Magento;Magento Enterprise,Top 50m,Top 50k,-,GDPR United Kingdom
teenvogue.com,teenvogue.com,$5000,,3000000.0,100.0,0,Teen Vogue,Style And Fashion,409.0,3029,2602,10000,,,,,,ph:+1-212-381-7201;+1-212-286-2860,web@teenvogue.com,,twitter.com/teenvogue,tiktok.com/@teenvogue,,facebook.com/teenvogue,,,pinterest.com/teenvogue,,instagram.com/teenvogue,,,youtube.com/user/teenvoguemag,,,Richmond,CA,94801,US,2020-03-13,2023-12-28,2000-10-17,2024-01-06,Shopify;Shopify Plus,Top 50k,Top 50k,-,California CCPA
mashed.com,mashed.com/*,$500,,10000.0,0.0,0,Static Media,Food And Drink,410.0,12685,51169,32293,,,,,,ph:,,,twitter.com/mashedhq,,,facebook.com/mashedhq,,,pinterest.com/mashedhq,,instagram.com/mashedhq,,,,,,Fishers,IN,46038,US,2022-07-15,2023-12-20,2016-09-09,2023-12-31,,Top 50k,Top 100k,-,-
popsugar.com,popsugar.com,$10000,,1000000.0,100.0,108,POPSUGAR,Style And Fashion,416.0,2657,1110,8811,,,,,,ph:+1-415-684-7494,community@popsugar.com;copyright@popsugar.com;production@popsugar.com;advertising@popsugar.com,,twitter.com/popsugar,,,facebook.com/popsugar,,,pinterest.com/popsugar,,instagram.com/popsugar,,,,N/A - Bizdev - n/a@popsugar.com; N/A - Director - n/a@popsugar.com; N/A - President - n/a@popsugar.com; N/A - Csuite - n/a@popsugar.com; N/A - Founder - n/a@popsugar.com; N/A - Other - n/a@popsugar.com,,San Francisco,CA,94104,US,2017-06-22,2024-01-06,2004-11-26,2024-01-06,Bonsai,Top 50m,Top 50k,-,California CCPA
clutchpoints.com,clutchpoints.com,$2000,,20000.0,0.0,0,ClutchPoints,Technology And Computing,439.0,401896,17528,22159,,,,,,ph:+1-657-373-0989,info@clutchpoints.com,,twitter.com/clutchpointsapp,tiktok.com/@clutchpoints,,facebook.com/clutchpoints,linkedin.com/company/clutchpoints,,,,instagram.com/clutchpoints,,,,N/A - Bizdev - noemail; N/A - Director - noemail,,Los Angeles,CA,90095,US,2016-05-01,2023-12-28,2015-10-14,2024-01-06,Shopify,Top 50m,Top 50k,-,California CCPA
bhg.com,bhg.com,$2000,,20000.0,1000.0,0,Better Homes & Gardens,Home And Garden,441.0,6986,1943,14582,,,,,,ph:+1-855-626-8638;+1-800-374-4244;+1-203-549-0678,premium@bhg.com;urnmph@bhg.com;un@bhg.com;ujl@bhg.com;jkillj@bhg.com;rfgu@bhg.com;ijqi@bhg.com;quskvkk@bhg.com;ifb@bhg.com;mmanella@bhg.com;support@bhg.com,,twitter.com/bhgrealestate,,,facebook.com/mybhg,,,pinterest.com/bhgrealestate,,instagram.com/bhgrealestate,,,youtube.com/user/bhgrealestate,N/A - Designer - n/a@bhg.com; N/A - Bizdev - n/a@bhg.com; N/A - Engineering - n/a@bhg.com; N/A - Marketing - n/a@bhg.com; N/A - Director - n/a@bhg.com; N/A - Manager - n/a@bhg.com; N/A - President - n/a@bhg.com; N/A - Csuite - n/a@bhg.com; N/A - Founder - n/a@bhg.com,,Des Moines,IA,50309,US,2020-06-01,2023-12-28,2000-02-28,2024-01-08,,Top 50k,Top 50k,-,-
law.com,law.com,$5000,,50000.0,10.0,0,ALM Media Properties LLC,Business And Industrial,450.0,4946,1768,16520,,,,,,ph:+1-207-772-4624;+1-212-341-7900;+1-570-344-2667;+1-857-444-6468;+1-800-898-4297;+1-212-457-7806;+1-334-741-4110;+1-443-220-0049;+1-470-294-1674;+1-713-739-1250,abdulrasheedesq@law.com;barristerrichardolivantesq@law.com;bittersweets@law.com;neels@law.com;assizes@law.com;barrfrankedward@law.com;roger.lawfirm@law.com;azril@law.com;rosabianca@law.com;ndluvo@law.com;utgardaloki@law.com;brucepgolden@law.com;daviddesabrais@law.com;pesmith@law.com;sajogo@law.com;denny.crane@law.com;coats@law.com;www.nyattorney@law.com;deleon3@law.com;barcindy008@law.com,,twitter.com/lawdotcom,,,facebook.com/lawdotcomalm,linkedin.com/company/law-com,,,,,,,,N/A - Director - noemail; N/A - Manager - noemail; N/A - Csuite - noemail,,Houston,TX,77008,US,2018-02-15,2023-12-24,2000-02-28,2024-01-08,,Top 50m,Top 50k,-,-
americanthinker.com,americanthinker.com,$500,,20000.0,0.0,0,American Thinker,Law  Govt And Politics,457.0,10831,5190,32418,,,,,,ph:,editor@americanthinker.com;moderator@americanthinker.com;socialmedia@americanthinker.com;ads@americanthinker.com;tech@americanthinker.com,,twitter.com/americanthinker,,,,,,,,,,,,N/A - Manager - noemail; N/A - President - noemail,,Salisbury Center,NY,13454,US,2017-06-25,2023-11-14,2011-01-03,2024-01-02,,Top 50m,Top 50k,-,-
bulbagarden.net,archives.bulbagarden.net;bulbanews.bulbagarden.net;bulbapedia.bulbagarden.net;m.bulbapedia.bulbagarden.net;m.archives.bulbagarden.net;m.bulbanews.bulbagarden.net;front.ec2.bulbagarden.net,$250,,100000.0,0.0,0,Pokemon. Nintendo Creatures Inc,Technology And Computing,464.0,107054,12936,24974,,,,,,ph:,,,twitter.com/bulbagarden,,,facebook.com/bulbagarden,linkedin.com/company/bulbagarden-networks,,,,,,,youtube.com/user/bulbagarden,,,,,,,2017-11-04,2023-12-23,2004-11-29,2024-01-08,,Top 50m,Top 50k,-,-
lovebscott.com,lovebscott.com,$250,,200000.0,0.0,0,LOVEBSCOTT LLC,Technology And Computing,482.0,38701,89782,Outside Top 1m,,,,,,ph:+1-404-963-8119,bscott@lovebscott.com;askbscott@lovebscott.com;denver@lovebscott.com;fashion@lovebscott.com,,twitter.com/lovebscott,,,facebook.com/lovebscott,,,pinterest.com/lovebscott,,instagram.com/lovebscott,,,youtube.com/user/lovebscott,N/A - President - n/a@lovebscott.com,,Miami,FL,33132,US,2020-03-26,2023-12-03,2007-02-20,2024-01-02,,Top 500k,Top 500k,-,-
ew.com,ew.com,$5000,,0.0,0.0,0,EW.com,Art And Entertainment,483.0,2362,1004,14475,,,,,,ph:+1-212-467-3320,,,,,,,,,pinterest.com/ewmagazine,,,,,,,,Beverly Hills,CA,90210,US,2020-06-01,2023-12-28,2015-09-30,2024-01-08,,Top 50m,Top 50k,-,California CCPA
gardeningknowhow.com,gardeningknowhow.com,$2000,,50000.0,0.0,0,Gardening Know How,Home And Garden,517.0,13320,9393,28409,,,,,,ph:+1-440-227-3620,questions@gardeningknowhow.com;feedback@gardeningknowhow.com;shelley@gardeningknowhow.com;x3eshelley@gardeningknowhow.com,,twitter.com/gardenknowhow,,,facebook.com/gardeningknowhow,,,pinterest.com/gardenknowhow,,instagram.com/gardeningknowhow,,,youtube.com/user/gardeningknowhow,N/A - Whois - n/a@gardeningknowhow.com,,New York City,NY,10036,US,2018-02-16,2023-11-25,2005-12-20,2023-12-31,Thinkific;OpenMage,Top 50m,Top 200k,-,-
npr.org,npr.org,$10000,,10000.0,1000.0,468,National Public Radio,Art And Entertainment,525.0,127,117,2203,,,,,,ph:+1-202-513-3021;+1-202-513-2073,allsongs@npr.org;ogcstaff@npr.org;planetmoney@npr.org;giving@npr.org;privacy@npr.org,,twitter.com/NPR,,,facebook.com/nprextra,,,pinterest.com/nprshop,,instagram.com/nprextra,,,,N/A - Director - n/a@npr.org; N/A - Manager - n/a@npr.org; N/A - President - n/a@npr.org; N/A - Csuite - n/a@npr.org,,Washington,DC,20002,US,2023-08-14,2023-11-09,2002-01-22,2024-01-08,Amplience;nopCommerce,Top 50m,Top 50k,-,-
